company,status,address,city,county,state,zip,tiv,latitude,longitude,model_type,loss_type,overall_risk_class,severity_class,frequency_class,distance_to_high_hazard,customer_zone
2,active,3163 Coral Ave,Costa Mesa,Orange,CA,92626,980747,33.68401,-117.92492,bad,fire,medium,low,medium,31,11
3,active,19393 Baywater Ln,Huntington Beach,Orange,CA,92646,839646,33.68121,-117.9765,bad,smoke,high,medium,high,33,15
1,active,12190 CUYAMACA COLG DR,El Cajon,San Diego,CA,92019,499481,32.743267,-116.935788,bad,wind,high,medium,high,14,19
2,active,4667 VERNETTE DR,El Cajon,San Diego,CA,92020,627049,32.763852,-116.947536,good,smoke,low,low,minimal,25,11
3,active,1344 SOMERMONT DR,El Cajon,San Diego,CA,92021,485261,32.823808,-116.945211,ugly,fire,extreme,extreme,extreme,20,44
1,active,257 LILAC DR,El Cajon,San Diego,CA,92021,513606,32.810324,-116.868133,ugly,fire,medium,high,high,19,29
2,active,1244 GAYWOOD ST,San Diego,San Diego,CA,92154,995907,32.57387,-117.100768,good,wind,low,medium,minimal,18,10
3,active,940 Camino Viejo,Santa Barbara,Santa Barbara,CA,93108,347360,34.43329,-119.65323,ugly,fire,high,minimal,minimal,7,46
1,active,3175 Beck Rd,Lompoc,Santa Barbara,CA,93436,530393,34.68417,-120.43965,ugly,fire,low,extreme,extreme,13,23
2,active,508 Blackstone Dr,San Rafael,Marin,CA,94903,382822,38.03652,-122.53802,good,smoke,high,minimal,low,22,13
3,active,64 Bay Canyon Rd,Novato,Marin,CA,94945,895466,38.10785,-122.50105,good,fire,high,low,extreme,7,32
1,active,2070 Carolyn Way,Novato,Marin,CA,94945,433739,38.11882,-122.59007,good,fire,medium,minimal,minimal,20,1
2,active,1550 Buchanan St,Novato,Marin,CA,94947,656764,38.08878,-122.56976,bad,fire,extreme,low,minimal,24,48
3,active,6 Colleen Ct,Novato,Marin,CA,94947,512490,38.1078,-122.58956,bad,fire,minimal,medium,low,48,25
1,active,59 Cavalla Cay,Novato,Marin,CA,94949,564235,38.07941,-122.52295,bad,fire,high,low,high,16,9
2,active,830 B St,Petaluma,Sonoma,CA,94952,771178,38.22693,-122.6435,bad,wind,low,low,extreme,24,33
3,active,935 B St,Petaluma,Sonoma,CA,94952,488398,38.22537,-122.64412,good,fire,low,extreme,high,49,33
1,active,957 B St,Petaluma,Sonoma,CA,94952,662346,38.22486,-122.64444,bad,wind,high,medium,high,39,1
2,active,1773 Bodega Ave,Petaluma,Sonoma,CA,94952,916775,38.23507,-122.66795,bad,smoke,medium,minimal,low,19,31
3,active,64 Carleton Dr,Petaluma,Sonoma,CA,94952,681416,38.24791,-122.63435,bad,smoke,extreme,medium,minimal,15,6
1,active,198 Clearview Ct,Petaluma,Sonoma,CA,94952,824594,38.21462,-122.63272,ugly,wind,low,high,medium,7,42
2,active,138 Bond Ave,Petaluma,Sonoma,CA,94954,584195,38.23493,-122.6015,ugly,wind,high,high,medium,4,50
3,active,19 Buena Vista Ave,Point Reyes Station,Marin,CA,94956,856743,38.0645,-122.82367,bad,wind,minimal,low,extreme,4,1
1,active,48 Bank St,San Anselmo,Marin,CA,94960,746282,37.97535,-122.56091,good,fire,extreme,low,low,34,1
2,active,61 Brookside Dr,San Anselmo,Marin,CA,94960,850084,37.98826,-122.57394,bad,smoke,high,high,high,46,25
3,active,18 Brookwood Ln,Greenbrae,Marin,CA,94904,735101,37.95788,-122.55665,ugly,fire,medium,medium,high,41,35
1,active,25 Calle Del Onda,Stinson Beach,Marin,CA,94970,1068996,37.89999,-122.64436,bad,fire,minimal,medium,minimal,27,13
2,active,3078 Sloat Rd,Pebble Beach,Monterey,CA,93953,1477276,36.59219,-121.94949,ugly,fire,high,medium,extreme,10,28
3,active,247 Condor Ct,Bodega Bay,Sonoma,CA,94923,561160,38.31532,-123.02152,bad,fire,high,extreme,extreme,13,35
1,active,969 Civic Center Dr,Rohnert Park,Sonoma,CA,94928,627310,38.34663,-122.6947,ugly,fire,high,extreme,extreme,39,27
2,active,7350 Cornell Ave,Rohnert Park,Sonoma,CA,94928,658259,38.33651,-122.69197,ugly,smoke,minimal,low,medium,18,11
3,active,4162 Barnes Rd,Santa Rosa,Sonoma,CA,95403,634531,38.49659,-122.7606,ugly,wind,low,medium,medium,39,3
1,active,5837 Bennett Valley Rd,Santa Rosa,Sonoma,CA,95404,574606,38.39821,-122.63639,bad,wind,extreme,high,high,19,13
2,active,668 Cherry St,Santa Rosa,Sonoma,CA,95404,565261,38.44463,-122.7155,bad,fire,extreme,minimal,medium,25,30
3,active,4972 Charmian Dr,Santa Rosa,Sonoma,CA,95409,990390,38.4684,-122.66293,ugly,smoke,low,extreme,minimal,32,27
1,active,8612 Bennett Valley Rd,Glen Ellen,Sonoma,CA,95442,483726,38.38682,-122.56898,ugly,wind,medium,low,high,16,15
2,active,14736 Carrier Ln,Guerneville,Sonoma,CA,95446,423544,38.51228,-122.99876,ugly,smoke,minimal,medium,minimal,36,10
3,active,16608 Center Way,Guerneville,Sonoma,CA,95446,947044,38.49586,-123.00448,ugly,fire,medium,medium,minimal,20,42
1,active,535 Badger St,Healdsburg,Sonoma,CA,95448,511470,38.62242,-122.86237,good,wind,extreme,minimal,high,33,35
2,active,2821 Bristol Rd,Kenwood,Sonoma,CA,95452,630160,38.39828,-122.57236,ugly,wind,low,low,minimal,20,34
3,active,4359 Bartleson Rd,Sebastopol,Sonoma,CA,95472,767859,38.35613,-122.76293,good,wind,extreme,minimal,extreme,31,40
1,active,1026 Sombrero Rd,Pebble Beach,Monterey,CA,93953,2222634,36.59963,-121.95147,good,fire,low,medium,extreme,23,24
2,active,1985 Coffee Ln,Sebastopol,Sonoma,CA,95472,484938,38.41716,-122.88684,good,smoke,medium,medium,high,34,44
3,active,1040 Austin Way,Napa,Napa,CA,94558,784322,38.30571,-122.32876,good,smoke,high,high,minimal,21,11
1,active,4023 Big Ranch Rd,Napa,Napa,CA,94558,420015,38.3491,-122.30339,bad,wind,extreme,high,extreme,16,13
2,active,5124 Big Ranch Rd,Napa,Napa,CA,94558,584931,38.36716,-122.31534,bad,smoke,medium,low,high,19,49
3,active,5176 Big Ranch Rd,Napa,Napa,CA,94558,425981,38.36894,-122.31619,good,smoke,low,minimal,minimal,16,16
1,active,1121 Castle Oaks Dr,Napa,Napa,CA,94558,592037,38.35773,-122.25551,ugly,wind,high,extreme,extreme,19,14
2,active,3094 Birmingham Dr,San Pablo,Contra Costa,CA,94806,492669,37.97437,-122.33655,ugly,fire,minimal,extreme,minimal,4,30
3,active,1810 Bonita Rd,San Pablo,Contra Costa,CA,94806,498860,37.95889,-122.31947,bad,wind,high,minimal,high,14,1
1,active,392 Bonnie Dr,San Pablo,Contra Costa,CA,94806,906578,37.99832,-122.33082,good,fire,minimal,minimal,medium,23,8
2,active,425 Balra Dr,El Cerrito,Contra Costa,CA,94530,498965,37.9058,-122.29045,good,smoke,minimal,high,low,21,41
3,active,716 Balra Dr,El Cerrito,Contra Costa,CA,94530,377142,37.91112,-122.29186,bad,wind,extreme,medium,high,40,34
1,active,5320 Barrett Ave,El Cerrito,Contra Costa,CA,94530,350194,37.93477,-122.32051,good,wind,low,low,high,27,39
2,active,1228 Cabrillo St,El Cerrito,Contra Costa,CA,94530,809266,37.91818,-122.30445,good,smoke,extreme,extreme,low,4,49
3,active,713 Colusa Ave,El Cerrito,Contra Costa,CA,94530,398082,37.90993,-122.29358,ugly,wind,minimal,high,medium,11,35
1,active,10 Beverly Ct,Kensington,Alameda,CA,94707,571034,37.90535,-122.28189,ugly,fire,high,medium,high,49,12
2,active,6119 Bernhard Ave,Richmond,Contra Costa,CA,94805,831493,37.94775,-122.31555,good,fire,minimal,minimal,minimal,33,37
3,active,6166 Bernhard Ave,Richmond,Contra Costa,CA,94805,974605,37.9465,-122.31431,bad,wind,high,low,medium,19,33
1,active,6514 Claremont Ave,Richmond,Contra Costa,CA,94805,780345,37.93969,-122.31071,ugly,wind,low,medium,low,0,46
2,active,190 Columbine Dr,Hercules,Contra Costa,CA,94547,639030,38.00693,-122.24803,bad,fire,minimal,medium,high,46,14
3,active,17646 Balsam Ave,Sonoma,Sonoma,CA,95476,933781,38.31765,-122.4834,bad,wind,minimal,high,extreme,0,22
1,active,353 Brockman Ln,Sonoma,Sonoma,CA,95476,995620,38.27643,-122.45353,good,smoke,extreme,high,minimal,50,7
2,active,647 Charles Van Damme Way,Sonoma,Sonoma,CA,95476,793506,38.28949,-122.44593,ugly,smoke,low,low,low,17,15
3,active,1374 Cherry Tree Ct,Sonoma,Sonoma,CA,95476,802369,38.28879,-122.43429,good,wind,high,extreme,minimal,26,40
1,active,18127 Comstock Ave,Sonoma,Sonoma,CA,95476,888202,38.31108,-122.48789,bad,smoke,medium,high,extreme,21,27
2,active,18215 Comstock Ave,Sonoma,Sonoma,CA,95476,534062,38.3101,-122.48768,bad,smoke,minimal,extreme,minimal,23,26
3,active,2890 Concord Blvd,Concord,Contra Costa,CA,94519,869359,37.97697,-122.0249,bad,smoke,high,minimal,medium,17,28
1,active,46 Bobbie Ct,Danville,Contra Costa,CA,94526,819651,37.82798,-121.9892,bad,fire,high,medium,high,23,18
2,active,358 Cameo Dr,Danville,Contra Costa,CA,94526,657546,37.84125,-121.96911,good,smoke,low,extreme,low,48,11
3,active,148 Camino Encanto,Danville,Contra Costa,CA,94526,747932,37.82459,-122.0113,good,wind,medium,medium,extreme,3,6
1,active,25 Celine Ct,Danville,Contra Costa,CA,94526,616476,37.80753,-121.97862,good,smoke,high,medium,high,27,48
2,active,776 Contada Cir,Danville,Contra Costa,CA,94526,689314,37.82018,-121.98652,bad,smoke,medium,extreme,extreme,26,25
3,active,2695 Caballo Ranchero Dr,Diablo,Contra Costa,CA,94528,1037874,37.84259,-121.9626,good,smoke,extreme,extreme,medium,31,46
1,active,3100 Camino Diablo,Lafayette,Contra Costa,CA,94549,693297,37.89927,-122.08914,good,smoke,extreme,minimal,extreme,17,34
2,active,4172 Canyon Rd,Lafayette,Contra Costa,CA,94549,464223,37.9032,-122.16177,ugly,wind,extreme,medium,medium,41,9
3,active,772 Augusta Dr,Moraga,Contra Costa,CA,94556,920617,37.83159,-122.136,bad,fire,medium,high,extreme,27,49
1,active,375 Calle La Mesa,Moraga,Contra Costa,CA,94556,407380,37.86882,-122.12936,good,wind,low,extreme,extreme,24,19
2,active,9 Carr Dr,Moraga,Contra Costa,CA,94556,681710,37.83077,-122.12417,good,wind,medium,extreme,minimal,29,17
3,active,5977 Autumnwood Dr,Walnut Creek,Contra Costa,CA,94595,495532,37.84961,-122.05376,bad,smoke,high,minimal,low,0,2
1,active,1829 Bonanza St,Walnut Creek,Contra Costa,CA,94596,753908,37.89864,-122.06462,good,smoke,medium,high,extreme,48,9
2,active,1667 California Blvd,Walnut Creek,Contra Costa,CA,94596,703663,37.90215,-122.06474,ugly,smoke,high,extreme,minimal,20,10
3,active,16051 Comet Way,Canyon Country,Los Angeles,CA,91351,509338,34.41553,-118.41956,bad,wind,medium,medium,extreme,12,34
1,active,1391 Balsam Dr,Big Bear City,San Bernardino,CA,92315,746588,34.22948,-116.86522,ugly,wind,low,extreme,low,24,17
2,active,786 Cienega Rd,Big Bear Lake,San Bernardino,CA,92314,862162,34.23743,-116.94159,bad,fire,medium,low,low,22,10
3,active,11 Breakers Isle,Dana Point,Orange,CA,92629,558486,33.47078,-117.71832,ugly,smoke,extreme,low,low,25,43
1,active,50 Avalon Cyn Rd,Avalon,Los Angeles,CA,90704,362514,33.33958,-118.32916,ugly,fire,low,extreme,high,20,28
2,active,5572 Azure Way,Long Beach,Los Angeles,CA,90803,747315,33.76736,-118.1231,bad,wind,high,high,extreme,45,40
3,active,264 Corona Ave,Long Beach,Los Angeles,CA,90803,820263,33.76327,-118.13244,bad,wind,high,extreme,minimal,44,49
1,active,17091 Blue Water Ln,Huntington Beach,Orange,CA,92649,456331,33.71462,-118.06457,good,wind,extreme,medium,medium,45,49
2,active,5933 Camphor Ave,Westminster,Orange,CA,92683,1036267,33.75584,-118.02553,good,fire,high,low,high,7,22
3,active,3528 Bayberry Ln,Malibu,Los Angeles,CA,90265,453015,34.03924,-118.71432,good,wind,low,medium,low,23,19
1,active,7133 Birdview Ave,Malibu,Los Angeles,CA,90265,1018925,34.00793,-118.81192,ugly,smoke,high,high,high,18,30
2,active,30906 Broad Beach Rd,Malibu,Los Angeles,CA,90265,436493,34.03244,-118.84638,ugly,smoke,low,low,medium,7,29
3,active,6379 Busch Dr,Malibu,Los Angeles,CA,90265,481251,34.01875,-118.8186,bad,wind,low,medium,low,23,37
1,active,8408 Cavel St,Downey,Los Angeles,CA,90242,486515,33.92866,-118.13817,bad,smoke,minimal,high,extreme,8,28
2,active,28852 Barragan St,Agoura Hills,Los Angeles,CA,91301,906556,34.1644,-118.75324,bad,fire,low,low,medium,33,11
3,active,3749 Calle Jazmin,Calabasas,Los Angeles,CA,91302,805073,34.13775,-118.66091,ugly,fire,extreme,high,minimal,41,32
1,active,5875 Clear Valley Rd,Hidden Hills,Los Angeles,CA,91302,999777,34.16857,-118.6587,bad,fire,minimal,medium,minimal,32,13
2,active,837 Cindy Ln,Petaluma,Sonoma,CA,94952,591126,38.24231,-122.65374,bad,fire,high,medium,low,35,47
3,active,683 Calle Mandarinas,Thousand Oaks,Ventura,CA,91360,894760,34.19861,-118.89689,good,fire,minimal,minimal,minimal,16,28
1,active,460 Belcaro Way,Oak Park,Ventura,CA,91377,611548,34.17831,-118.78444,good,fire,minimal,minimal,high,14,28
2,active,5261 Carmento Dr,Oak Park,Ventura,CA,91377,560183,34.17741,-118.77664,bad,wind,minimal,high,high,50,15
3,active,154 Conifer Cir,Oak Park,Ventura,CA,91377,998552,34.17164,-118.7668,ugly,smoke,extreme,medium,medium,6,24
1,active,6395 Clemens St,Ventura,Ventura,CA,93003,527898,34.28397,-119.21028,bad,wind,medium,low,high,31,9
2,active,235 Camino Toluca,Camarillo,Ventura,CA,93010,854981,34.22551,-119.07645,good,wind,medium,medium,low,29,2
3,active,441 Chapala Dr,Camarillo,Ventura,CA,93010,971690,34.22111,-119.04832,good,wind,minimal,low,low,44,14
1,active,5465 Castillo De Rosas,Camarillo,Ventura,CA,93012,610383,34.24398,-118.99552,ugly,smoke,extreme,low,medium,15,7
2,active,15968 Birkhofer Rd,Guerneville,Sonoma,CA,95446,422649,38.50111,-122.98918,bad,wind,low,low,medium,28,40
3,active,163 Camelia Ln,Walnut Creek,Contra Costa,CA,94595,385331,37.88996,-122.06725,ugly,fire,extreme,extreme,medium,32,44
1,active,12 Cross Bridge Pl,Danville,Contra Costa,CA,94526,402430,37.80914,-121.95299,bad,wind,minimal,medium,minimal,45,13
2,active,1407 Candelero Dr,Walnut Creek,Contra Costa,CA,94598,685485,37.92524,-122.04539,good,wind,minimal,extreme,minimal,29,22
3,active,289 Bennett Ave,Long Beach,Los Angeles,CA,90803,717449,33.76767,-118.14264,ugly,fire,extreme,low,high,45,29
1,active,7151 Briarstone Ln,West Hills,Los Angeles,CA,91307,898400,34.20148,-118.65876,bad,wind,extreme,low,low,25,19
2,active,32140 Beachfront Ln,Westlake Village,Ventura,CA,91361,781703,34.14508,-118.82525,bad,wind,minimal,high,minimal,44,40
3,active,4520 Calle Argolla,Camarillo,Ventura,CA,93012,759611,34.21828,-119.01148,bad,wind,minimal,low,extreme,7,37
1,active,461 Avenida Del Recreo,Ojai,Ventura,CA,93023,673180,34.44389,-119.22001,good,wind,medium,low,minimal,45,34
2,active,40017 Calle Plana,Santa Clarita,Los Angeles,CA,91350,758432,34.62385,-118.4096,bad,smoke,medium,low,minimal,33,30
3,active,749 Barsby St,Vista,San Diego,CA,92084,449631,33.23486,-117.2338,good,fire,high,minimal,medium,45,37
1,active,1965 Bay View Dr,Hermosa Beach,Los Angeles,CA,90254,503977,33.86807,-118.40064,good,wind,extreme,medium,medium,11,30
2,active,1634 Carlson Ln,Redondo Beach,Los Angeles,CA,90278,732899,33.85985,-118.38366,bad,fire,high,minimal,medium,49,31
3,active,24030 Bridgeport Ln,Valencia,Los Angeles,CA,91355,842174,34.42717,-118.56048,ugly,smoke,medium,minimal,high,47,43
1,active,420 Berkshire Ave,La Canada Flintridge,Los Angeles,CA,91011,951237,34.19209,-118.18733,good,fire,high,medium,low,17,34
2,active,5135 Caroli Ln,La Canada Flintridge,Los Angeles,CA,91011,1067539,34.21642,-118.20565,bad,wind,high,low,minimal,6,37
3,active,4083 Chevy Chase Dr,La Canada Flintridge,Los Angeles,CA,91011,601587,34.19074,-118.19951,ugly,fire,high,minimal,medium,16,31
1,active,1109 Chester Ave,Pasadena,Los Angeles,CA,91104,456446,34.16523,-118.12446,ugly,smoke,minimal,high,medium,0,13
2,active,372 Berkeley Ave,Pasadena,Los Angeles,CA,91107,402699,34.13955,-118.10957,good,wind,low,medium,minimal,44,47
3,active,1821 Central Ave,Los Angeles,Los Angeles,CA,90059,770848,33.91043,-118.2547,good,fire,low,high,extreme,14,30
1,active,333 Burris Ave,Compton,Los Angeles,CA,90221,592025,33.89388,-118.2114,bad,fire,high,low,extreme,47,24
2,active,16846 Catalina Ave,Gardena,Los Angeles,CA,90247,527721,33.87862,-118.29423,bad,wind,medium,high,low,14,6
3,active,49 Dellwood Ct,San Rafael,Marin,CA,94901,741833,37.98221,-122.47405,ugly,fire,extreme,medium,medium,16,7
1,active,6245 Canobie Ave,Whittier,Los Angeles,CA,90601,742695,33.98532,-118.05248,bad,wind,low,low,extreme,42,22
2,active,33 Camino Real Ave,Arcadia,Los Angeles,CA,91006,814568,34.12179,-118.02987,good,smoke,extreme,extreme,medium,46,36
3,active,942 Avondale Rd,San Marino,Los Angeles,CA,91108,551613,34.13053,-118.12184,bad,fire,minimal,low,high,17,16
1,active,331 Cypress St,Newport Beach,Orange,CA,92661,725948,33.60403,-117.9022,ugly,fire,low,low,minimal,10,15
2,active,1118 Avondale Rd,San Marino,Los Angeles,CA,91108,420633,34.13032,-118.11974,ugly,smoke,low,medium,medium,0,3
3,active,1523 Chelsea Rd,San Marino,Los Angeles,CA,91108,622448,34.11391,-118.12637,bad,wind,low,extreme,minimal,45,39
1,active,2009 Bluffhill Dr,Monterey Park,Los Angeles,CA,91754,1058734,34.04823,-118.15673,good,smoke,medium,minimal,high,49,35
2,active,1712 Camino De La Costa,Redondo Beach,Los Angeles,CA,90277,674394,33.81794,-118.38876,ugly,fire,low,extreme,medium,35,33
3,active,10152 Bromont Ave,Sun Valley,Los Angeles,CA,91352,677811,34.25462,-118.37746,ugly,fire,medium,minimal,extreme,10,19
1,active,2849 California Blvd,Pasadena,Los Angeles,CA,91107,430576,34.13576,-118.09167,bad,wind,high,minimal,high,28,4
2,active,1470 Bedford Rd,San Marino,Los Angeles,CA,91108,496358,34.12128,-118.11009,bad,fire,medium,medium,minimal,25,10
3,active,4926 Camellia Ave,Temple City,Los Angeles,CA,91780,933689,34.09205,-118.05651,good,fire,minimal,minimal,extreme,31,6
1,active,2728 Concord Ave,Alhambra,Los Angeles,CA,91803,1039481,34.08637,-118.15335,good,wind,medium,extreme,low,49,32
2,active,16282 Aurora Crest Dr,Whittier,Los Angeles,CA,90605,774644,33.96634,-117.97894,bad,fire,medium,low,extreme,8,38
3,active,16332 Aurora Crest Dr,Whittier,Los Angeles,CA,90605,891293,33.96626,-117.97811,ugly,wind,extreme,high,minimal,44,41
1,active,11831 Barnwall St,Norwalk,Los Angeles,CA,90650,833210,33.89108,-118.08173,ugly,wind,extreme,medium,high,24,21
2,active,9941 Cedardale Dr,Santa Fe Springs,Los Angeles,CA,90670,649553,33.94934,-118.09303,bad,wind,medium,low,extreme,50,10
3,active,2042 Cobblefield Way,Glendora,Los Angeles,CA,91740,754256,34.12246,-117.82638,ugly,smoke,minimal,minimal,medium,44,19
1,active,16486 Canelones Dr,Hacienda Heights,Los Angeles,CA,91745,513480,33.98772,-117.95101,bad,smoke,extreme,high,minimal,31,39
2,active,23953 Cholame Dr,Diamond Bar,Los Angeles,CA,91765,746283,34.03106,-117.80108,ugly,wind,low,high,medium,10,8
3,active,1134 Calle Ortega,San Dimas,Los Angeles,CA,91773,543920,34.07653,-117.83034,bad,fire,low,medium,low,8,44
1,active,875 Colt Ln,Walnut,Los Angeles,CA,91789,950714,34.02906,-117.86606,good,smoke,extreme,low,medium,19,19
2,active,1265 Butterfield Rd,West Covina,Los Angeles,CA,91791,659050,34.05236,-117.91387,ugly,wind,minimal,high,low,13,43
3,active,3015 Charlinda St,West Covina,Los Angeles,CA,91791,551919,34.06188,-117.88114,bad,wind,low,high,minimal,2,30
1,active,622 Brookline Pl,Fullerton,Orange,CA,92835,341651,33.90127,-117.92076,good,smoke,low,minimal,low,46,4
2,active,533 Bradoaks Ave,Monrovia,Los Angeles,CA,91016,710581,34.14559,-117.98313,good,wind,minimal,medium,extreme,0,48
3,active,8461 Avalon Ct,Rancho Cucamonga,San Bernardino,CA,91701,570820,34.12811,-117.62121,ugly,smoke,low,minimal,high,20,42
1,active,62 El Alamo Ct,Danville,Contra Costa,CA,94526,738251,37.84589,-122.00964,bad,wind,high,medium,high,6,26
2,active,94 Glasgow Cir,Danville,Contra Costa,CA,94526,1030320,37.81481,-121.9616,good,wind,minimal,high,high,3,25
3,active,53 Glen Alpine,Danville,Contra Costa,CA,94526,444354,37.81442,-122.02108,good,smoke,extreme,minimal,minimal,13,34
1,active,11 Diablo Cir,Lafayette,Contra Costa,CA,94549,497422,37.88944,-122.15695,good,fire,extreme,low,low,19,50
2,active,39 Diablo Oaks Way,Lafayette,Contra Costa,CA,94549,767463,37.88192,-122.0952,good,smoke,minimal,medium,extreme,33,38
3,active,661 Evelyn Ct,Lafayette,Contra Costa,CA,94549,558762,37.87311,-122.10153,ugly,smoke,high,high,extreme,39,18
1,active,7 Fernside Ln,Lafayette,Contra Costa,CA,94549,750217,37.87899,-122.11873,bad,smoke,high,low,medium,21,36
2,active,498 Fernwood Dr,Moraga,Contra Costa,CA,94556,980251,37.84752,-122.12013,good,wind,medium,medium,minimal,50,2
3,active,1548 Golden Rain Rd,Walnut Creek,Contra Costa,CA,94595,749150,37.87455,-122.07896,bad,smoke,low,high,medium,20,13
1,active,3032 Golden Rain Rd,Walnut Creek,Contra Costa,CA,94595,665229,37.88023,-122.08609,bad,smoke,extreme,minimal,medium,30,33
2,active,1956 Dora Ave,Walnut Creek,Contra Costa,CA,94596,772352,37.89957,-122.0685,good,fire,minimal,high,high,28,8
3,active,1449 Cortez Ct,Walnut Creek,Contra Costa,CA,94598,443367,37.90773,-122.04,bad,fire,extreme,low,minimal,34,34
1,active,1714 Countrywood Ct,Walnut Creek,Contra Costa,CA,94598,793437,37.92953,-122.04494,bad,smoke,minimal,minimal,minimal,24,33
2,active,2850 Encina Camino,Walnut Creek,Contra Costa,CA,94598,970568,37.92495,-122.0155,bad,wind,high,high,low,18,18
3,active,2261 Fairview Ave,Brentwood,Contra Costa,CA,94513,730079,37.95825,-121.72323,good,smoke,minimal,minimal,minimal,4,29
1,active,762 Franklin Ave,Brentwood,Contra Costa,CA,90069,547199,37.91474,-121.73047,ugly,fire,high,minimal,high,15,8
2,active,350 Gladstone Dr,Brentwood,Contra Costa,CA,94513,829911,37.91841,-121.72491,ugly,fire,medium,low,low,19,46
3,active,4583 Fieldcrest Way,Antioch,Contra Costa,CA,94509,984318,37.97262,-121.76591,bad,smoke,extreme,low,medium,18,6
1,active,15563 Excelsior St,Sylmar,Los Angeles,CA,91342,1086056,34.32054,-118.47578,bad,smoke,high,low,medium,2,27
2,active,777 Cove Dr,Big Bear Lake,San Bernardino,CA,92315,960169,34.24033,-116.95715,bad,fire,high,low,medium,9,39
3,active,2536 Dalemead St,Torrance,Los Angeles,CA,90505,761481,33.78883,-118.33179,good,smoke,high,extreme,minimal,41,15
1,active,723 Ramming Way,Santa Barbara,Santa Barbara,CA,93105,3544293,34.44747,-119.73939,good,smoke,minimal,extreme,minimal,33,1
2,active,2178 Gaviota Ave,Signal Hill,Los Angeles,CA,90806,467223,33.79684,-118.17092,ugly,fire,extreme,extreme,low,0,50
3,active,3590 Courtside Cir,Huntington Beach,Orange,CA,92649,538602,33.71899,-118.0657,good,smoke,low,high,extreme,29,39
1,active,25429 Cumberland Ln,Calabasas,Los Angeles,CA,91302,403939,34.16194,-118.67881,good,smoke,high,medium,medium,23,43
2,active,25537 Gaylord Ct,Calabasas,Los Angeles,CA,91302,1065731,34.1651,-118.68168,good,fire,minimal,extreme,extreme,41,8
3,active,285 David Ln,Thousand Oaks,Ventura,CA,91361,389100,34.14098,-118.87137,ugly,smoke,minimal,minimal,extreme,17,49
1,active,1544 Eastwind Cir,Westlake Village,Ventura,CA,91361,803315,34.14504,-118.82914,good,wind,low,low,extreme,42,14
2,active,4260 Cresthaven Dr,Thousand Oaks,Ventura,CA,91362,777825,34.18517,-118.81737,bad,wind,minimal,minimal,low,45,33
3,active,3353 Crossland St,Thousand Oaks,Ventura,CA,91362,977638,34.21536,-118.81444,good,smoke,low,medium,high,3,46
1,active,386 Crestwood Ave,Ventura,Ventura,CA,93003,808354,34.28369,-119.2209,good,fire,extreme,medium,minimal,45,46
2,active,1065 Corte Barroso,Camarillo,Ventura,CA,93010,426915,34.2278,-119.09791,good,fire,medium,extreme,extreme,35,25
3,active,17 Seaview Dr,Santa Barbara,Santa Barbara,CA,93108,1338075,34.41656,-119.63809,ugly,smoke,extreme,low,extreme,37,31
1,active,1198 Friesen Dr,Angwin,Napa,CA,94508,588740,38.58943,-122.46982,bad,smoke,extreme,high,extreme,1,33
2,active,3412 Deerfield Ct,Napa,Napa,CA,94558,855405,38.30931,-122.33934,good,smoke,minimal,low,minimal,13,22
3,active,3127 Deer Meadow Dr,Danville,Contra Costa,CA,94506,397888,37.82074,-121.9175,bad,fire,minimal,medium,low,41,38
1,active,2158 Deer Oak Way,Danville,Contra Costa,CA,94506,923366,37.83128,-121.93742,good,fire,extreme,medium,high,38,25
2,active,34 Eagle Ridge Ln,Danville,Contra Costa,CA,94506,616588,37.82258,-121.9053,bad,wind,high,minimal,medium,13,49
3,active,131 El Centro,Danville,Contra Costa,CA,94506,762686,37.83281,-121.95503,good,wind,low,extreme,medium,34,19
1,active,243 Cross Rd,Alamo,Contra Costa,CA,94507,767024,37.84005,-121.98931,good,wind,extreme,high,extreme,44,5
2,active,1407 Emmons Canyon Dr,Alamo,Contra Costa,CA,94507,445975,37.85666,-121.97573,bad,smoke,minimal,low,low,28,22
3,active,6067 Fairview Pl,Agoura Hills,Los Angeles,CA,91301,1041825,34.15653,-118.74043,good,smoke,medium,minimal,high,25,50
1,active,6496 Ellenview Ave,West Hills,Los Angeles,CA,91307,607567,34.18827,-118.65672,good,fire,high,medium,high,26,34
2,active,1770 Fenmore Ct,Camarillo,Ventura,CA,93010,1028990,34.23574,-119.02169,good,wind,medium,medium,minimal,31,10
3,active,2044 N Ross St,Santa Ana,Orange,CA,92706,3224764,33.76362,-117.8725,ugly,wind,medium,low,high,41,43
1,active,181 N Cambridge St,Orange,Orange,CA,92866,3716904,33.78933,-117.84441,ugly,fire,medium,low,medium,1,24
2,active,16 Menlo Aisle,Irvine,Orange,CA,92612,3811782,33.65306,-117.83648,ugly,wind,minimal,extreme,minimal,20,36
3,active,1953 Maverick Ln,Santa Ana,Orange,CA,92705,1588026,33.76114,-117.77698,ugly,wind,high,minimal,high,37,37
1,active,10385 Mira Vista Dr,Santa Ana,Orange,CA,92705,3727440,33.77069,-117.76873,good,fire,low,medium,minimal,13,20
2,active,2351 Old Grand St,Santa Ana,Orange,CA,92705,2506272,33.76785,-117.85004,good,smoke,extreme,high,minimal,7,34
3,active,448 10th,San Pedro,Los Angeles,CA,90731,940821,33.73512,-118.28684,ugly,smoke,minimal,high,high,21,7
